"name","url","position"
"天然温泉　天都の湯　ドーミーイン網走（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/151526/151526.html?l-id=hotelList_24_151526","88"
"ホテルマイステイズプレミア札幌パーク","https://travel.rakuten.co.jp/HOTEL/5903/5903.html?l-id=hotelList_25_5903","89"
"プレミアホテル　中島公園　札幌","https://travel.rakuten.co.jp/HOTEL/41399/41399.html?l-id=hotelList_26_41399","90"
"ＪＲイン千歳","https://travel.rakuten.co.jp/HOTEL/167873/167873.html?l-id=hotelList_27_167873","91"
"ＪＲイン札幌北２条","https://travel.rakuten.co.jp/HOTEL/179085/179085.html?l-id=hotelList_28_179085","92"
"ＫＯＫＯ　ＨＯＴＥＬ　札幌駅前","https://travel.rakuten.co.jp/HOTEL/181422/181422.html?l-id=hotelList_29_181422","93"
"ホテルルートインＧｒａｎｄ北見駅前","https://travel.rakuten.co.jp/HOTEL/158819/158819.html?l-id=hotelList_30_158819","94"
"十勝川温泉　観月苑","https://travel.rakuten.co.jp/HOTEL/19237/19237.html?l-id=hotelList_31_19237","95"
"ＪＲイン函館","https://travel.rakuten.co.jp/HOTEL/177807/177807.html?l-id=hotelList_32_177807","96"
"きたゆざわ　森のソラニワ","https://travel.rakuten.co.jp/HOTEL/18832/18832.html?l-id=hotelList_ad_L000002704_1_18832","97"
"札幌エクセルホテル東急","https://travel.rakuten.co.jp/HOTEL/502/502.html?l-id=hotelList_ad_L000002704_2_502","98"
"サフィールホテル稚内","https://travel.rakuten.co.jp/HOTEL/20711/20711.html?l-id=hotelList_3_20711","99"
"ジャスマックプラザホテル","https://travel.rakuten.co.jp/HOTEL/5147/5147.html?l-id=hotelList_4_5147","100"
"ホテルリリーフ札幌すすきの","https://travel.rakuten.co.jp/HOTEL/146123/146123.html?l-id=hotelList_5_146123","101"
"イマジンホテル＆リゾート函館","https://travel.rakuten.co.jp/HOTEL/137023/137023.html?l-id=hotelList_6_137023","102"
"湖畔の宿　支笏湖　丸駒温泉旅館","https://travel.rakuten.co.jp/HOTEL/30970/30970.html?l-id=hotelList_7_30970","103"
"ホテル＆コンドミニアム　一花　［ＨＩＴＯＨＡＮＡ］","https://travel.rakuten.co.jp/HOTEL/168483/168483.html?l-id=hotelList_8_168483","104"
"コンフォートホテル函館","https://travel.rakuten.co.jp/HOTEL/68526/68526.html?l-id=hotelList_9_68526","105"
"フレックステイイン函館駅前","https://travel.rakuten.co.jp/HOTEL/183179/183179.html?l-id=hotelList_10_183179","106"
"コンフォートホテル札幌すすきの","https://travel.rakuten.co.jp/HOTEL/166910/166910.html?l-id=hotelList_11_166910","107"
"ホテルＷＢＦグランデ旭川","https://travel.rakuten.co.jp/HOTEL/148897/148897.html?l-id=hotelList_12_148897","108"
"ホテルビスタ札幌［大通］","https://travel.rakuten.co.jp/HOTEL/76356/76356.html?l-id=hotelList_13_76356","109"
"ホテルノルド小樽","https://travel.rakuten.co.jp/HOTEL/3119/3119.html?l-id=hotelList_14_3119","110"
"天然温泉プレミアホテル―ＣＡＢＩＮ―旭川","https://travel.rakuten.co.jp/HOTEL/50750/50750.html?l-id=hotelList_15_50750","111"
"ホテルクラビーサッポロ","https://travel.rakuten.co.jp/HOTEL/851/851.html?l-id=hotelList_16_851","112"
"天然温泉　幸鐘の湯　ドーミーイン東室蘭（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/149334/149334.html?l-id=hotelList_17_149334","113"
"クイーンズホテル千歳","https://travel.rakuten.co.jp/HOTEL/153675/153675.html?l-id=hotelList_18_153675","114"
"リッチモンドホテル札幌大通","https://travel.rakuten.co.jp/HOTEL/10888/10888.html?l-id=hotelList_19_10888","115"
"天然温泉　丹頂の湯　スーパーホテル釧路天然温泉","https://travel.rakuten.co.jp/HOTEL/51770/51770.html?l-id=hotelList_20_51770","116"
"十勝幕別温泉　グランヴィリオホテル　－ルートインホテルズ－","https://travel.rakuten.co.jp/HOTEL/20455/20455.html?l-id=hotelList_21_20455","117"
"三井ガーデンホテル札幌","https://travel.rakuten.co.jp/HOTEL/104743/104743.html?l-id=hotelList_22_104743","118"
"定山渓温泉　定山渓ビューホテル","https://travel.rakuten.co.jp/HOTEL/11270/11270.html?l-id=hotelList_23_11270","119"
"ホテルサンシティー函館","https://travel.rakuten.co.jp/HOTEL/9675/9675.html?l-id=hotelList_24_9675","120"
"星野リゾート　トマム　ザ・タワー","https://travel.rakuten.co.jp/HOTEL/30110/30110.html?l-id=hotelList_25_30110","121"
"天然温泉　白鳥の湯　スーパーホテル釧路駅前","https://travel.rakuten.co.jp/HOTEL/70737/70737.html?l-id=hotelList_26_70737","122"
"天然温泉　空沼の湯　スーパーホテル札幌・すすきの","https://travel.rakuten.co.jp/HOTEL/70730/70730.html?l-id=hotelList_27_70730","123"
"天然温泉　白樺の湯　ドーミーイン帯広（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/104567/104567.html?l-id=hotelList_28_104567","124"
"狸の湯　ドーミーイン札幌ＡＮＮＥＸ（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/31454/31454.html?l-id=hotelList_29_31454","125"
"天然温泉　神威の湯　ドーミーイン旭川（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/104566/104566.html?l-id=hotelList_30_104566","126"
"コンフォートホテル苫小牧","https://travel.rakuten.co.jp/HOTEL/68472/68472.html?l-id=hotelList_31_68472","127"
"スマイルホテルプレミアム札幌すすきの","https://travel.rakuten.co.jp/HOTEL/165708/165708.html?l-id=hotelList_32_165708","128"
"きたゆざわ　森のソラニワ","https://travel.rakuten.co.jp/HOTEL/18832/18832.html?l-id=hotelList_ad_L000002704_1_18832","129"
"札幌エクセルホテル東急","https://travel.rakuten.co.jp/HOTEL/502/502.html?l-id=hotelList_ad_L000002704_2_502","130"
"ホテル　御前水","https://travel.rakuten.co.jp/HOTEL/44382/44382.html?l-id=hotelList_3_44382","131"
"コンフォートホテル釧路","https://travel.rakuten.co.jp/HOTEL/84903/84903.html?l-id=hotelList_4_84903","132"
"天然温泉　樽前の湯　ドーミーイン苫小牧（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/70855/70855.html?l-id=hotelList_5_70855","133"
"ホテル・ラ・ジェント・プラザ函館北斗","https://travel.rakuten.co.jp/HOTEL/160793/160793.html?l-id=hotelList_6_160793","134"
"くれたけイン旭川","https://travel.rakuten.co.jp/HOTEL/153679/153679.html?l-id=hotelList_7_153679","135"
"ホテル　ルートイン　千歳駅前","https://travel.rakuten.co.jp/HOTEL/72874/72874.html?l-id=hotelList_8_72874","136"
"洞爺湖万世閣ホテルレイクサイドテラス","https://travel.rakuten.co.jp/HOTEL/20613/20613.html?l-id=hotelList_9_20613","137"
"リゾートイン　ノースカントリー","https://travel.rakuten.co.jp/HOTEL/13542/13542.html?l-id=hotelList_10_13542","138"
"フォーポイントバイシェラトン函館（マリオットグループ）","https://travel.rakuten.co.jp/HOTEL/4932/4932.html?l-id=hotelList_11_4932","139"
"白金温泉　白金四季の森　ホテル　パークヒルズ","https://travel.rakuten.co.jp/HOTEL/9611/9611.html?l-id=hotelList_12_9611","140"
"ホテルウィングインターナショナル苫小牧","https://travel.rakuten.co.jp/HOTEL/143257/143257.html?l-id=hotelList_13_143257","141"
"望楼ＮＯＧＵＣＨＩ函館","https://travel.rakuten.co.jp/HOTEL/109498/109498.html?l-id=hotelList_14_109498","142"
"北こぶし知床　ホテル＆リゾート","https://travel.rakuten.co.jp/HOTEL/8312/8312.html?l-id=hotelList_15_8312","143"
"リッチモンドホテル帯広駅前","https://travel.rakuten.co.jp/HOTEL/70757/70757.html?l-id=hotelList_16_70757","144"
"ＳＰＡ＆ＨＯＴＥＬＲＥＳＯＲＴ　ふらのラテール","https://travel.rakuten.co.jp/HOTEL/109429/109429.html?l-id=hotelList_17_109429","145"
"ＪＲイン札幌駅南口","https://travel.rakuten.co.jp/HOTEL/153500/153500.html?l-id=hotelList_18_153500","146"
"天然温泉　大志の湯　スーパーホテル札幌・北５条通","https://travel.rakuten.co.jp/HOTEL/181090/181090.html?l-id=hotelList_19_181090","147"
"ウトロ温泉　知床第一ホテル","https://travel.rakuten.co.jp/HOTEL/4902/4902.html?l-id=hotelList_20_4902","148"
"阿寒湖畔温泉　ニュー阿寒ホテル","https://travel.rakuten.co.jp/HOTEL/9568/9568.html?l-id=hotelList_21_9568","149"
"ホテルルートイン　札幌駅前北口","https://travel.rakuten.co.jp/HOTEL/56806/56806.html?l-id=hotelList_22_56806","150"
"２ＮＤ　ｂｙ　ｈｏｔｅｌ　ａｎｄｒｏｏｍｓ　札幌（２０２２年４月１５日ＯＰＥＮ）","https://travel.rakuten.co.jp/HOTEL/183842/183842.html?l-id=hotelList_23_183842","151"
"リッチモンドホテル札幌駅前","https://travel.rakuten.co.jp/HOTEL/50125/50125.html?l-id=hotelList_24_50125","152"
"天然温泉　灯の湯　ドーミーインＰＲＥＭＩＵＭ小樽（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/76876/76876.html?l-id=hotelList_25_76876","153"
"ホテル大雪　ＯＮＳＥＮ＆ＣＡＮＹＯＮ　ＲＥＳＯＲＴ","https://travel.rakuten.co.jp/HOTEL/40960/40960.html?l-id=hotelList_26_40960","154"
"札幌エクセルホテル東急","https://travel.rakuten.co.jp/HOTEL/502/502.html?l-id=hotelList_27_502","155"
"Ｒホテルズイン北海道旭川","https://travel.rakuten.co.jp/HOTEL/166427/166427.html?l-id=hotelList_28_166427","156"
"ＪＲ東日本ホテルメッツ札幌","https://travel.rakuten.co.jp/HOTEL/167971/167971.html?l-id=hotelList_29_167971","157"
"紋別プリンスホテル","https://travel.rakuten.co.jp/HOTEL/3153/3153.html?l-id=hotelList_30_3153","158"
"オホーツク温泉ホテル日の出岬","https://travel.rakuten.co.jp/HOTEL/135971/135971.html?l-id=hotelList_31_135971","159"
"登別温泉　ホテルゆもと登別","https://travel.rakuten.co.jp/HOTEL/9691/9691.html?l-id=hotelList_32_9691","160"
"きたゆざわ　森のソラニワ","https://travel.rakuten.co.jp/HOTEL/18832/18832.html?l-id=hotelList_ad_L000002704_1_18832","161"
"札幌エクセルホテル東急","https://travel.rakuten.co.jp/HOTEL/502/502.html?l-id=hotelList_ad_L000002704_2_502","162"
"登別温泉　登別グランドホテル","https://travel.rakuten.co.jp/HOTEL/39175/39175.html?l-id=hotelList_3_39175","163"
"アパホテル＜札幌すすきの駅前＞","https://travel.rakuten.co.jp/HOTEL/140844/140844.html?l-id=hotelList_4_140844","164"
"ビスポークホテル札幌","https://travel.rakuten.co.jp/HOTEL/182488/182488.html?l-id=hotelList_5_182488","165"
"天然温泉　天北の湯　ドーミーイン稚内（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/67473/67473.html?l-id=hotelList_6_67473","166"
"天然温泉　常呂川の湯　ドーミーイン北見（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/55217/55217.html?l-id=hotelList_7_55217","167"
"千歳ステーションホテル","https://travel.rakuten.co.jp/HOTEL/31076/31076.html?l-id=hotelList_8_31076","168"
"ホテル　リボーン野幌","https://travel.rakuten.co.jp/HOTEL/177660/177660.html?l-id=hotelList_9_177660","169"
"天然温泉　紫雲の湯　ラビスタ富良野ヒルズ（ドーミーイン・御宿野乃　ホテルズグループ）","https://travel.rakuten.co.jp/HOTEL/176997/176997.html?l-id=hotelList_10_176997","170"
"ホテルネッツ札幌","https://travel.rakuten.co.jp/HOTEL/160923/160923.html?l-id=hotelList_11_160923","171"
"夕陽と音楽を堪能する眺望リゾート　新冠温泉　ホテルヒルズ","https://travel.rakuten.co.jp/HOTEL/55432/55432.html?l-id=hotelList_12_55432","172"
"オーセントホテル小樽","https://travel.rakuten.co.jp/HOTEL/825/825.html?l-id=hotelList_13_825","173"
"しこつ湖鶴雅リゾートスパ水の謌","https://travel.rakuten.co.jp/HOTEL/9563/9563.html?l-id=hotelList_14_9563","174"
"湯の川温泉　湯の川プリンスホテル渚亭","https://travel.rakuten.co.jp/HOTEL/5842/5842.html?l-id=hotelList_15_5842","175"
"グランドホテルニュー王子","https://travel.rakuten.co.jp/HOTEL/2049/2049.html?l-id=hotelList_16_2049","176"
"登別　石水亭","https://travel.rakuten.co.jp/HOTEL/5500/5500.html?l-id=hotelList_17_5500","177"
"北見ピアソンホテル","https://travel.rakuten.co.jp/HOTEL/232/232.html?l-id=hotelList_18_232","178"
"釧路プリンスホテル","https://travel.rakuten.co.jp/HOTEL/4844/4844.html?l-id=hotelList_19_4844","179"
"湯の川　純和風旅館　一乃松","https://travel.rakuten.co.jp/HOTEL/19236/19236.html?l-id=hotelList_20_19236","180"
"新苫小牧プリンスホテル「和〜なごみ〜」","https://travel.rakuten.co.jp/HOTEL/166517/166517.html?l-id=hotelList_21_166517","181"
"ゆとりろ洞爺湖","https://travel.rakuten.co.jp/HOTEL/29995/29995.html?l-id=hotelList_22_29995","182"
"クインテッサホテル札幌すすきの","https://travel.rakuten.co.jp/HOTEL/179365/179365.html?l-id=hotelList_23_179365","183"
"川湯温泉　ＫＫＲかわゆ（国家公務員共済組合連合会川湯保養所）","https://travel.rakuten.co.jp/HOTEL/15233/15233.html?l-id=hotelList_24_15233","184"
"ＦＵＲＡＮＯ　ＮＡＴＵＬＵＸ　ＨＯＴＥＬ（富良野　ナチュラクス　ホテル）","https://travel.rakuten.co.jp/HOTEL/67066/67066.html?l-id=hotelList_25_67066","185"
"ホテルルートイン札幌中央","https://travel.rakuten.co.jp/HOTEL/108142/108142.html?l-id=hotelList_26_108142","186"
"さんご草の郷　能取の荘　かがり屋","https://travel.rakuten.co.jp/HOTEL/20649/20649.html?l-id=hotelList_27_20649","187"
"ＨＡＫＯＤＡＴＥ　海峡の風","https://travel.rakuten.co.jp/HOTEL/153116/153116.html?l-id=hotelList_28_153116","188"
"エアターミナルホテル","https://travel.rakuten.co.jp/HOTEL/137428/137428.html?l-id=hotelList_29_137428","189"
"ＯＭＯ７旭川　ｂｙ　星野リゾート","https://travel.rakuten.co.jp/HOTEL/165109/165109.html?l-id=hotelList_30_165109","190"
"礼文温泉　花れぶん＜礼文島＞","https://travel.rakuten.co.jp/HOTEL/52010/52010.html?l-id=hotelList_31_52010","191"
"ウトロ温泉　ホテル知床","https://travel.rakuten.co.jp/HOTEL/31099/31099.html?l-id=hotelList_32_31099","192"
"きたゆざわ　森のソラニワ","https://travel.rakuten.co.jp/HOTEL/18832/18832.html?l-id=hotelList_ad_L000002704_1_18832","193"
"札幌エクセルホテル東急","https://travel.rakuten.co.jp/HOTEL/502/502.html?l-id=hotelList_ad_L000002704_2_502","194"
"新さっぽろアークシティホテル","https://travel.rakuten.co.jp/HOTEL/813/813.html?l-id=hotelList_3_813","195"
"アンワインドホテルアンドバー小樽（ＵＮＷＩＮＤ　ＨＯＴＥＬ　＆　ＢＡＲ　小樽）","https://travel.rakuten.co.jp/HOTEL/172337/172337.html?l-id=hotelList_4_172337","196"
"ニセコアンヌプリ温泉　湯心亭（ゆごころてい）","https://travel.rakuten.co.jp/HOTEL/13968/13968.html?l-id=hotelList_5_13968","197"
"ペンションう〜に〜＜礼文島＞","https://travel.rakuten.co.jp/HOTEL/68480/68480.html?l-id=hotelList_6_68480","198"
"アートホテル旭川","https://travel.rakuten.co.jp/HOTEL/224/224.html?l-id=hotelList_7_224","199"
"フレイムホテル札幌","https://travel.rakuten.co.jp/HOTEL/130132/130132.html?l-id=hotelList_8_130132","200"
"十勝ガーデンズホテル","https://travel.rakuten.co.jp/HOTEL/870/870.html?l-id=hotelList_9_870","201"
"ホテルプロモート函館","https://travel.rakuten.co.jp/HOTEL/140745/140745.html?l-id=hotelList_10_140745","202"
"ネストホテル札幌駅前","https://travel.rakuten.co.jp/HOTEL/142610/142610.html?l-id=hotelList_11_142610","203"
"ザ・ウィンザーホテル洞爺　リゾート＆スパ","https://travel.rakuten.co.jp/HOTEL/15606/15606.html?l-id=hotelList_12_15606","204"
"ホテルパコ帯広中央（旧ホテルパコ帯広３）","https://travel.rakuten.co.jp/HOTEL/50749/50749.html?l-id=hotelList_13_50749","205"
"天然温泉　大雪山の湯　スーパーホテル旭川","https://travel.rakuten.co.jp/HOTEL/128580/128580.html?l-id=hotelList_14_128580","206"
